,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
5643758,4311715601,2017-07-19T00:00:00,2206.0,,,CA,201707.0,,CHEV,PA,TN,11235 CENTRAL AVE S,00500,55.0,80.69B,NO PARKING,73.0,6484547.17003741,1798019.38345502
7139837,4328248212,2018-03-10T00:00:00,1144.0,,,CA,201812.0,,HOND,PA,BG,485 NORTH CONCORD STREET,00600,56.0,80.56E4+,RED ZONE,93.0,6503053.371188,1838103.127936
7470671,4331778183,2018-05-10T00:00:00,1236.0,PB12,,CA,201808.0,,BUIC,PA,GY,5015 PICO BL W,00307,51.0,88.13B+,METER EXP.,63.0,6456722.947708,1839948.9012330002
5680638,4312309540,2017-07-26T00:00:00,151.0,53,,CA,201706.0,,FORD,PA,WT,821 FORMOSA AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456833.32896,1853729.571475
2710194,4264632923,2015-08-26T00:00:00,1153.0,,,CA,201602.0,,VOLK,PA,SL,464 MADISON AVE N,00474,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
1721847,4254760090,2015-03-16T00:00:00,830.0,MD881,,CA,201506.0,,BMW,PA,BK,1200 CUMMINGS ST N,638R1,56.0,88.13B+,METER EXP.,63.0,6499316.1,1843718.8
5193446,4307680123,2017-04-21T00:00:00,1041.0,,,CA,201703.0,,HYUN,PA,RD,631 BUNKER HILL AVE N,00671,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487651.768401002,1844891.042974
2743013,4266426765,2015-08-31T00:00:00,1348.0,,,CA,201606.0,,DODG,PA,GY,2804 PACIFIC AVENUE,00131,51.0,80.56E4+,RED ZONE,93.0,6420117.8,1815883.3
4027924,4314206901,2017-08-10T00:00:00,118.0,,,CA,201705.0,,TOYT,PA,BK,4800 B/O LA VILLA MARINA,502A,51.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
2844949,4265101665,2015-09-17T00:00:00,444.0,172,,CA,6.0,,PONT,PA,WT,1325 MANSFIELD AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6457133.9,1840647.1
2156635,4258441961,2015-05-29T00:00:00,2022.0,37,,CA,201510.0,,HOND,PA,GY,7000 HAWTHORN AVE,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458312.4,1859071.2
7092477,4327620765,2018-03-12T00:00:00,1633.0,,,CA,201801.0,,LEXS,PA,BK,304 9TH ST E,00600,56.0,80.69AP+,NO STOP/STANDING,93.0,6483725.530347,1838175.006494
529659,4279412244,2016-03-24T00:00:00,1248.0,,,CA,201610.0,,VOLK,PA,BK,600 RO FAIRFAX AVE N,00474,54.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
4865605,4303794132,2017-03-02T00:00:00,1623.0,,,CA,8.0,,GRUM,CM,BN,617 HILL ST S,00600,56.0,80.61,STANDNG IN ALLEY,68.0,6484926.020559,1839623.318017
8063420,4339460086,2018-08-29T00:00:00,646.0,,,CA,201911.0,,CHEV,PA,BK,228 75TH ST W,00101,55.0,80.56E1,WHITE ZONE,58.0,6479416.362749,1812356.3656650002
5543161,4311058662,2017-06-16T00:00:00,2312.0,37,,CA,201805.0,,BMW,PA,BK,1601 ORANGE DR N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458315.240932,1858662.108634
5352435,4309091463,2017-05-30T00:00:00,1955.0,53,,VA,201801.0,,TOYT,PA,GY,730 NORTH DETROIT STREET,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.358905002,1853133.687204
6349753,4318535642,2017-11-02T00:00:00,1203.0,,,CA,201808.0,,TOYT,PA,RD,1104 WEST 37TH PLACE,535H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469272.703965,1718273.134837
7104411,4327793234,2018-03-12T00:00:00,938.0,,,CA,201301.0,,OTHR,MH,TN,1615 BEACON ST S,00568,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476380.72966209,1724066.60810257
8625251,4346002765,2018-12-20T00:00:00,341.0,,,CA,201807.0,,MITS,PA,GY,3850 POTOMAC AVE,00531,55.0,22502A,18 IN. CURB/2 WAY,63.0,6456682.795365,1828156.6266509998
7638821,4333321064,2018-06-10T00:00:00,1317.0,,,CA,201810.0,,FORD,PA,RD,4900 BLK CERRILLOS DR,378R1,53.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0
3504294,4288681305,2016-08-01T00:00:00,706.0,,,CA,,,TOYT,PA,GY,119 6TH ST W,00686,56.0,80.69AA+,NO STOP/STAND,93.0,6485802.4,1839075.4
4296820,4297357595,2016-12-06T00:00:00,1924.0,101,,CA,8.0,,HOND,PA,WT,1513 ROSALIA ROAD,00403,54.0,80.58L,PREFERENTIAL PARKING,68.0,6475012.507241,1858310.882945
5023450,1109299122,2017-04-13T00:00:00,1820.0,,,CA,201604.0,,HOND,PA,BR,SCHRADER S/O HOLLYWO,14MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
6985027,4326700641,2018-02-14T00:00:00,1241.0,,,CA,201811.0,,CHEV,PA,BL,1221 39TH ST W,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471344.332617,1828159.065598
8269408,4340230764,2018-10-11T00:00:00,739.0,,,CA,201812.0,,TOYT,PA,WT,351 SYCAMORE AVE N,00401,54.0,5200,DISPLAY OF PLATES,25.0,6457808.456627,1847259.2815810002
7731528,4334844334,2018-06-26T00:00:00,1326.0,23,,CA,201901.0,,STRN,PA,BG,14923 BASSETT ST,00396,53.0,80.58L,PREFERENTIAL PARKING,68.0,6423106.134675,1894094.8651259998
4870311,4303886613,2017-03-01T00:00:00,2230.0,49,,CA,201711.0,,BMW,PA,WT,2046 CORINTH AVE,00201,51.0,80.58L,PREFERENTIAL PARKING,68.0,6427139.1131,1837144.817204
356259,4276655423,2016-02-26T00:00:00,1655.0,,1429.0,CA,201606.0,,TOYT,PA,GY,712 POINSETTIA PL N,00491,54.0,80.69C,PARKED OVER TIME LIM,58.0,6456095.3,1853042.7
2301496,4262022166,2015-06-19T00:00:00,1943.0,WV235,,FL,201507.0,,MERZ,PA,BK,10935 WEYBURN AVE,00107,51.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
4805826,4303870572,2017-02-16T00:00:00,1008.0,,,CA,201706.0,,JEEP,PA,SL,10970 BLUFFSIDE DRIVE,00357,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450565.15481,1873824.020616
3240938,4271635384,2015-11-23T00:00:00,1316.0,,,TX,201606.0,,LEXS,PA,TN,7000 BLK W HILLSIDE AVE,00492,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
8160689,4339623901,2018-09-20T00:00:00,44.0,,,CA,201808.0,,FORD,PA,BL,18628 CITRONIA STREET,00309,53.0,80.69B,NO PARKING,73.0,6398712.253771,1912150.900462
838896,4283124182,2016-05-13T00:00:00,1647.0,,,CA,201701.0,,VOLK,PA,GY,1249 BROCKTON AVE,201B,51.0,5200,DISPLAY OF PLATES,25.0,6420977.9,1839118.7
128328,4274500381,2016-01-21T00:00:00,1032.0,,,CA,201605.0,,TOYT,PA,BK,1817 KELTON AVE,00153,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428805.6,1840385.9
3143915,4270101673,2015-11-05T00:00:00,1404.0,SL335,,WA,201606.0,,KIA,VN,WT,4200 FOUNTAIN AV,00444,54.0,88.13B+,METER EXP.,63.0,6476420.8,1857364.5
5610618,1115541022,2017-06-16T00:00:00,2230.0,,,CA,201707.0,,INF,PA,TA,ALLEY W/O MAIN N/O,12A67,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
786967,1114243572,2016-04-29T00:00:00,2340.0,732,,CA,201612.0,,NISS,PA,WH,1670 N SYCAMORE,6A31,1.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
7270647,4329464565,2018-04-08T00:00:00,126.0,,,CA,201810.0,,TOYT,PA,UN,100 MAIN ST S,600,56.0,80.69B,NO PARKING,73.0,6487945.171914,1841478.567448
7902037,4335612002,2018-07-31T00:00:00,1010.0,,,CA,9.0,,TOYT,PA,GY,151 VISTA ST N,00474,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455006.0908809975,1849024.66435
1493168,4251087772,2015-02-06T00:00:00,1148.0,,1014.0,CA,201510.0,,FORD,PA,WT,11711 LA GRANGE AVE,00111,51.0,80.69C,PARKED OVER TIME LIM,58.0,6425188.5,1836132.2
7548240,4332161024,2018-05-24T00:00:00,1236.0,W174,,CA,201807.0,,HOND,PA,SL,6201 98TH ST W,00164,51.0,88.13B+,METER EXP.,63.0,6442195.407934,1803452.149209
1188137,4287524916,2016-07-11T00:00:00,1059.0,8,,CA,201702.0,,TOYT,PU,GN,16000 MOORPARK ST,00354,53.0,80.58L,PREFERENTIAL PARKING,68.0,6416017.7,1880004.2
3891263,4294968451,2016-10-05T00:00:00,157.0,,,CA,201703.0,,HOND,PA,GY,4505 WESLEY AVE,00500,55.0,22514,FIRE HYDRANT,68.0,6474442.171038,1823458.240408
4843483,4303260743,2017-03-14T00:00:00,1414.0,,1342.0,CA,201612.0,,VOLK,PA,GY,511 ROSEMONT AVE,00442,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6480169.546758,1849048.147883
2761302,4266920276,2015-09-02T00:00:00,1231.0,,,CA,201507.0,,HOND,PA,OT,10845 LINDBROOK DR,00111,51.0,5204A-,DISPLAY OF TABS,25.0,6427608.9,1844571.3
8296807,4342212781,2018-10-16T00:00:00,308.0,,,CA,201907.0,,FORD,PA,GY,101 62ND ST W,549A,55.0,80.56E4+,RED ZONE,93.0,6478622.296895,1816429.100591
3308449,4271629810,2015-12-07T00:00:00,1047.0,,,CA,201603.0,,LEXS,PA,BK,3112 SAWTELLE BLVD,00901,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
2612368,1113092282,2015-08-05T00:00:00,1549.0,HO39,,CA,201511.0,,MAZD,PA,SI,1610 N LAS PALMAS AV,00441,54.0,8813B,METER EXPIRED,63.0,6459910.3,1858904.5
161841,4275864176,2016-01-26T00:00:00,222.0,,,CA,201610.0,,ISU,PA,RD,4127 PALMWOOD DR,00500,55.0,22502A,18 IN. CURB/2 WAY,63.0,6457461.5,1827543.3
7195133,4329079440,2018-03-27T00:00:00,1215.0,11,,CA,201810.0,,HOND,PA,BL,10662 LINDBROOK DR,00187,51.0,80.58L,PREFERENTIAL PARKING,68.0,6429774.724547,1845236.071
4327732,4298387181,2016-12-05T00:00:00,1534.0,MV238,,CA,201702.0,,FIAT,PA,GN,12112 VENICE BL,00306,51.0,88.13B+,METER EXP.,63.0,6431297.47724,1824625.023509
3509450,4288224430,2016-08-02T00:00:00,924.0,23,,CA,201706.0,,TOYT,PA,WT,15200 BASSETT ST,00361,53.0,80.58L,PREFERENTIAL PARKING,68.0,6421461.3,1893936.1
1082614,4284859600,2016-06-23T00:00:00,1242.0,L75,,CA,201605.0,,TOYT,PA,BK,113 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1849029.7
6438443,4320808380,2017-11-09T00:00:00,227.0,,,CA,201712.0,,NISS,PA,BK,142 EAST 51ST STREET,00500,55.0,80.56E4+,RED ZONE,93.0,6478963.946323,1821225.7579
3191198,4271612450,2015-11-13T00:00:00,1838.0,SO550,,CA,,,KIA,PA,WT,14101 VENTURA BLVD,107R,53.0,88.13B+,METER EXP.,63.0,6428553.0,1877067.7
6769461,4324236534,2018-01-16T00:00:00,830.0,,,CA,11.0,,BMW,PA,BK,108 SWEETZER AVE N,00474,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449617.056757,1849590.706463
2095382,4258821232,2015-05-19T00:00:00,1925.0,SL449,,CA,2.0,,HOND,PA,GY,2600 W SUNSET BL,00403,54.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
90138,4274226946,2016-01-14T00:00:00,1029.0,,,CA,201607.0,,TOYT,PA,GY,3178 WEST 8TH STREET,00454,54.0,80.69B,NO PARKING,73.0,99999.0,99999.0
6766698,4324199644,2018-01-16T00:00:00,1227.0,,,CA,201809.0,,FORD,PA,WT,818 ORANGE GROVE AVE,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452194.51072537,1844671.09630238
5522145,4310786513,2017-06-27T00:00:00,1729.0,,,CA,3.0,,TOYT,PA,MR,401 HAWAIIAN AVENUE,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6477699.088496,1740028.96153
4021138,4310106710,2017-06-02T00:00:00,131.0,,,CA,201706.0,,MERZ,PA,BK,4469 MURIETTA AVENUE,00309,53.0,22500H,DOUBLE PARKING,68.0,6429070.587348,1878210.694519
7704349,4333341401,2018-06-21T00:00:00,2012.0,86,,CA,201808.0,,MERZ,PA,RD,4441 58TH PL W,00500,55.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2505240,4264312813,2015-07-23T00:00:00,1221.0,,,CA,201508.0,,MERZ,PA,BK,1259 35TH ST W,535H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471930.6,1831440.8
7160843,4328526915,2018-03-21T00:00:00,419.0,,,CA,201501.0,,TOYT,PA,GY,1057 HOBART BLVD S,00500,55.0,80.56E4+,RED ZONE,93.0,6469209.031862,1841299.438032
7990196,4338399273,2018-08-15T00:00:00,1351.0,,,CA,201903.0,,TOYT,PA,BL,414 WITMER ST,00600,56.0,22500H,DOUBLE PARKING,68.0,6481544.529080003,1843352.488407
7637237,4334204593,2018-06-08T00:00:00,1432.0,,,CA,,,FORD,PA,WT,4000 LAURELGROVE AVE,00358,53.0,80.56E1,WHITE ZONE,58.0,6440382.507309,1874690.257021
424176,4278371215,2016-03-08T00:00:00,1310.0,V6128,,MA,201704.0,,CHRY,PA,GY,70 WINDWARD AVE E,00131,51.0,88.13B+,METER EXP.,63.0,6418395.8,1818157.3
5752795,4313276984,2017-07-26T00:00:00,2005.0,25,,CA,,,GMC,PA,WT,1445 ROXBURY DR,00204,51.0,80.58L,PREFERENTIAL PARKING,68.0,6439943.539488,1841917.696222
5629355,4311267251,2017-07-03T00:00:00,844.0,,,CA,201804.0,,TOYT,PA,BL,813 EDINBURGH AVE,00491,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451523.19694,1853771.215013
449803,4278665650,2016-03-11T00:00:00,1230.0,,,CA,,,TOYT,PA,GY,1605 LYMAN PL,00449,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474324.4,1858917.3
5660757,4312022691,2017-07-08T00:00:00,724.0,,,CA,201712.0,,FRHT,TK,WT,700 GRAND AVE S,00600,56.0,80.56E1,WHITE ZONE,58.0,6483937.005694,1839691.496017
7316712,4330092292,2018-04-02T00:00:00,1212.0,,,CA,201802.0,,HOND,PA,SL,20934 CANTARA ST,00375,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6383318.01390272,1902340.20843394
6017184,4315561810,2017-09-05T00:00:00,857.0,,,CA,201709.0,,JEEP,PA,SL,2514 ELLENDALE PL,00531,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474112.35224825,1834685.12908895
609998,4280307290,2016-04-07T00:00:00,1018.0,,,CA,201611.0,,GMC,VN,WT,1700 KENT ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6482317.9,1849125.2
241446,4276081320,2016-02-08T00:00:00,901.0,,,MI,201605.0,,VOLK,PA,BK,13700 MILBANK ST,00367,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431199.6,1878348.9
103822,4275614313,2016-01-15T00:00:00,1422.0,SO839,,CA,201603.0,,LEXS,PA,SL,13400 VENTURA BL,00374,53.0,88.13B+,METER EXP.,63.0,6433112.9,1876138.3
899563,4282523825,2016-05-24T00:00:00,831.0,MD93,,CA,201604.0,,TOYT,PA,GY,2000 MARENGO ST,00636,56.0,88.13B+,METER EXP.,63.0,6498841.3,1843054.9
8670591,4345163970,2019-01-01T00:00:00,1108.0,,,CA,,,HOND,PA,GY,14801 TUPPER ST,340R,53.0,80.56E4+,RED ZONE,93.0,6424142.908622,1909695.8504720002
1657524,4254510536,2015-03-05T00:00:00,921.0,,,CA,201601.0,,MITS,PA,GY,2637 MERCED STREET,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
5695220,4312508900,2017-07-17T00:00:00,1403.0,,,CA,201712.0,,NISS,PA,GY,1700 BK N MCCADDEN PL N,489R1,54.0,80.69A+,STOP/STAND PROHIBIT,93.0,99999.0,99999.0
1752772,4253215584,2015-03-20T00:00:00,944.0,,,CA,201506.0,,OTHR,VN,WT,437 S MOLINO ST,00666,56.0,80.49+,18 IN/CURB/COMM VEH,63.0,6512696.1,1739464.6
2538592,4264238436,2015-07-29T00:00:00,1057.0,,,CA,201511.0,,HOND,PA,BK,1113 10TH ST E,00642,56.0,80.56E2,YELLOW ZONE,58.0,6487003.0,1834331.6
2524695,4262415080,2015-07-28T00:00:00,1743.0,CB150,,CA,201606.0,,HYUN,PA,GY,1400 HOPE ST S,00141,56.0,88.13B+,METER EXP.,63.0,6480919.6,1836371.2
7669730,4334506890,2018-06-14T00:00:00,1047.0,,,CA,201903.0,,MERZ,PA,BK,1123 CARMELINA AVE S,00183,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8546833,4344683582,2018-12-05T00:00:00,937.0,,,CA,201907.0,,TOYT,PA,WT,1262 TREMAINE AVE,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6458834.085125,1841458.2189099998
3133981,4269831403,2015-11-04T00:00:00,821.0,,,CA,11.0,,TOYT,PA,WT,2316 LEVANDA AVE,00638,56.0,80.69B,NO PARKING,73.0,6510655.2,1848754.8
8149081,4340449562,2018-09-18T00:00:00,342.0,,,CA,201903.0,,BMW,PA,BL,944 87TH PL E,00101,55.0,80.61,STANDNG IN ALLEY,68.0,6483550.781976,1807325.067694
865861,4283157966,2016-05-18T00:00:00,134.0,,,CA,201605.0,,FORD,TK,SL,111 AVE49,00611,56.0,22500F,PARKED ON SIDEWALK,68.0,99999.0,99999.0
7403495,4331540102,2018-04-21T00:00:00,2057.0,149,,CA,201712.0,,TOYT,PA,SL,1133 LEMOYNE ST,00612,56.0,80.58L,PREFERENTIAL PARKING,68.0,6482829.954876998,1850139.36571
2581374,4264354614,2015-08-05T00:00:00,1922.0,109,,CA,201511.0,,HOND,PA,WT,5156 CARTWRIGHT AVE,00310,53.0,80.58L,PREFERENTIAL PARKING,68.0,6451640.7,1882310.7
6958692,4326331962,2018-02-23T00:00:00,1227.0,,,CA,201801.0,,JAGU,PA,SL,801 VIA DE LA PAZ,00155,51.0,80.61,STANDNG IN ALLEY,68.0,6401805.740005001,1839090.465924
2881919,4267001211,2015-09-23T00:00:00,1420.0,,,CA,201604.0,,CHEV,PA,BL,3678 WEST 3RD STREET,00473,54.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
5856656,4314108665,2017-08-07T00:00:00,1002.0,,,CA,201709.0,,TOYT,PA,GY,2615 SO DUNSMUIR AVE,00545,55.0,80.61,STANDNG IN ALLEY,68.0,6452725.34283339,1834315.07917824
408794,4278536102,2016-03-04T00:00:00,1256.0,HP82,,CA,201503.0,,HOND,PA,SL,5914 FIGUEROA ST N,00610,56.0,88.13B+,METER EXP.,63.0,6504019.1,1862738.8
7359958,4330636133,2018-04-19T00:00:00,1909.0,,,CA,201706.0,,NISS,PA,WT,601 ECHO PARK AVE N,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6483052.4258010015,1847894.353372
4662844,4300051571,2017-02-04T00:00:00,1541.0,,,CA,201702.0,,CHEV,PA,BK,4431 VAN NUYS BOULEVARD,00356,53.0,5200,DISPLAY OF PLATES,25.0,6425914.51484991,1877982.76927548
62696,4274071863,2016-01-11T00:00:00,1239.0,SV344A,,CA,201612.0,,LEXS,PA,WT,6201 SUNSET BL,00441,54.0,88.13B+,METER EXP.,63.0,6463662.0,1858208.4
7511949,4332400995,2018-05-17T00:00:00,821.0,,,CA,201901.0,,SUBA,PA,WT,1636 5TH AVE,00156,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463977.842227,1838156.1918259999
5391272,4309694885,2017-05-31T00:00:00,1602.0,VW1901,,CA,201805.0,,BMW,PA,SL,3300 4TH ST W,00402,54.0,88.13B+,METER EXP.,63.0,6473336.611568,1847028.6609
8074244,4338537873,2018-08-31T00:00:00,1015.0,,,CA,,,TOYT,PA,WT,1409 HOBART BLVD N,00444,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469141.958393,1857740.701502
3145855,4270509714,2015-11-05T00:00:00,1941.0,R462,,CA,201605.0,,MITS,PA,SL,6700 RESEDA BL,00107,53.0,88.13B+,METER EXP.,63.0,6399568.0,1892703.3
445485,1112603203,2016-03-09T00:00:00,1210.0,,,CA,,,VOLK,PA,GY,1119 W 37TH DR,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1383671,4251884431,2015-01-20T00:00:00,1510.0,,,CA,201506.0,,JEEP,PA,BK,771 SANTEE ST S,00665,56.0,80.69B,NO PARKING,73.0,6485496.8,1837595.9
3601830,4291067815,2016-08-16T00:00:00,1252.0,,,CA,201911.0,,FORD,PA,GN,8868 ALCOTT ST,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444865.2,1842268.8
8003440,1110856180,2018-07-23T00:00:00,318.0,,,CA,201812.0,,KIA,PA,OT,2501 12TH AVE BLOCK,506C,51.0,8054H1,OVNIGHT PRK W/OUT PE,68.0,99999.0,99999.0
1916830,4256011384,2015-04-20T00:00:00,1138.0,,,CA,11.0,,MERZ,PA,BK,4550 PICO BLVD,00171,51.0,22507.8A,DISABLED PARKING/NO,363.0,6460258.7,1840246.6
7176016,4328752735,2018-03-13T00:00:00,900.0,,,CA,201804.0,,TOYT,PA,SL,12000 CHANDLER BLVD,00353,53.0,80.56E2,YELLOW ZONE,58.0,6442389.925621,1883885.517775
6616859,4322794055,2017-12-16T00:00:00,1656.0,13,,CA,,,HOND,PA,SL,321 EDINBURGH AVE N,00413,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451442.349104,1848470.166434
232560,4276160873,2016-02-05T00:00:00,1228.0,CB2273,,CA,,,VOLK,PA,WT,1142 SAN JULIAN ST S,00684,56.0,88.13B+,METER EXP.,63.0,6484814.9,1835295.2
6088597,4316741881,2017-09-28T00:00:00,1107.0,,,CA,9.0,,OTHR,CM,BN,120 9TH ST E,00662,56.0,80.56E4+,RED ZONE,93.0,6484248.53601,1837762.909679
3955835,4294921455,2016-10-17T00:00:00,1305.0,,,CA,201606.0,,HOND,PA,SL,2323 OLYMPIC BLVD E,6T8,56.0,22500F,PARKED ON SIDEWALK,68.0,6491465.128488,1831889.543281
1542304,4253378883,2015-02-13T00:00:00,1115.0,,,CA,201508.0,,MERZ,PA,WT,18140 DEVONSHIRE ST,00338,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6402175.5,1916428.4
4521275,4300343622,2017-01-13T00:00:00,2017.0,37,,CA,201708.0,,CHEV,PA,GY,1600 ORANGE DR N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458313.2762480015,1858944.216851
2614556,4264137706,2015-08-11T00:00:00,807.0,SL638,,CA,201602.0,,SUBA,PA,GN,1301 LIBERTY ST,00673,56.0,88.13B+,METER EXP.,63.0,6482479.2,1851077.2
6663332,4323545671,2017-12-27T00:00:00,1042.0,,,WA,201812.0,,FORD,PU,WT,7339 LURLINE AVENUE,00373,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6385047.46671605,1897107.13721985
6130783,4317418173,2017-09-25T00:00:00,805.0,,,CA,201806.0,,TOYT,PA,BK,3001 BARRINGTON AVE S,00137,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428747.714548,1830926.971644
5060575,4305729492,2017-04-03T00:00:00,2105.0,,,CA,201709.0,,TOYT,PA,RD,1715 CAHUENGA BLVD,00402,54.0,80.69B,NO PARKING,73.0,6461905.219861,1859642.891468
5216594,1115061975,2017-04-17T00:00:00,1655.0,,,CA,201612.0,,FORD,PA,SI,60TH PL/WESTERN,25MQ5,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
7894244,4337066322,2018-07-29T00:00:00,117.0,175,,CA,201808.0,,YAMA,MC,BK,2810 BENTLEY AVE,502B,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431655.077026,1833661.465968
2046865,4252039175,2015-05-11T00:00:00,1615.0,,,CA,12.0,,FORD,PA,WT,3415 FIGUEROA ST S,00500,55.0,80.69AA+,NO STOP/STAND,93.0,6476667.1,1830175.8
6672001,4323806045,2017-12-26T00:00:00,904.0,,,CA,201802.0,,CHEV,PA,RD,6080 HORNER ST,00134,51.0,22500F,PARKED ON SIDEWALK,68.0,6448258.965895,1840626.881818
6583127,4322370850,2017-12-28T00:00:00,1419.0,,1125.0,CA,201803.0,,TOYT,PA,GY,16800 NAPA ST,00382,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6411041.1933510015,1905258.085531
4288879,1116618370,2016-12-27T00:00:00,1514.0,MM537,,CA,,,VOLV,PA,SI,353 LA BREA,00482,54.0,8813B,METER EXPIRED,63.0,6457478.309914,1847244.412034
5077487,4306038564,2017-04-01T00:00:00,1157.0,13,,CA,11.0,,VOLK,PA,GY,333 ALFRED ST N,00456,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448011.433530998,1850516.118659
4502417,4299928780,2017-01-03T00:00:00,1023.0,,,CA,201708.0,,HOND,PA,BK,1156 COLE AVE,00400,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461790.160019,1855942.25885
4722786,4302483172,2017-02-11T00:00:00,1151.0,,1045.0,CA,201803.0,,LEXS,PA,SL,711 COLLEGE ST W,00610,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6488520.0852660015,1846278.406419
4086121,4296263731,2016-10-26T00:00:00,812.0,,,CA,4.0,,FORD,PA,RD,18945 SHERMAN WAY,00372,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6396647.460044,1896016.656581
5354318,4309112673,2017-05-24T00:00:00,1821.0,80,,CA,201706.0,,HOND,PA,GY,853 HELIOTROPE DR,00403,54.0,80.58L,PREFERENTIAL PARKING,68.0,6472357.594223,1854169.353284
1286713,4249164872,2015-01-05T00:00:00,822.0,,,IL,201507.0,,JAGU,PA,GY,227 RUTH AVE,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418477.2,1822969.0
462849,4279299430,2016-03-14T00:00:00,822.0,,,CA,201606.0,,HOND,PA,BL,13600 STRATHERN STREET,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432057.9,1901111.8
630816,4281596174,2016-04-11T00:00:00,1015.0,,810.0,CA,201702.0,,HOND,PA,BG,11107 LA MAIDA ST,00354,53.0,80.69C,PARKED OVER TIME LIM,58.0,6448868.2,1880354.7
5862483,4314200063,2017-08-09T00:00:00,1402.0,CT174,,CA,201711.0,,DODG,PA,BK,400 BERNARD ST,00642,56.0,88.13B+,METER EXP.,63.0,6490236.074023,1846759.050145
2009311,4258239020,2015-05-04T00:00:00,1615.0,CB1317,,CA,,,TOYT,PA,SL,1101 GRAND AVE S,00600,56.0,88.13B+,METER EXP.,63.0,6482303.0,1837608.6
6604707,4322642424,2017-12-21T00:00:00,204.0,,,CA,201808.0,,INTL,TK,WT,1401 EAST I STREET,00500,55.0,80.69B,NO PARKING,73.0,6487358.2307199985,1743156.5514560004
